Price,Distance,Bedroom,Bathroom,CarSpace,Landsize,BuildingArea,YearBuilt,Regionname,Date,Lattitude,Longtitude
1190000,4.3,4,2,2,476,212,2001,Western Metropolitan,14/10/2017,-37.76485,144.88545
940000,6.7,3,2,2,653,115,1970,Northern Metropolitan,10/02/2018,-37.72385,144.98324
571000,47.3,4,2,1,799,159,1970,Eastern Victoria,09/12/2017,-38.07652,145.4779
620000,31.4,3,2,1,863,180.56,1975,Northern Victoria,22/07/2017,-37.65391,145.37389
1500000,5.6,3,1,2,857,130,1941,Southern Metropolitan,27/11/2016,-37.7981,145.0423
605000,14.6,2,1,2,180,68,1980,Southern Metropolitan,19/11/2016,-37.9363,145.0564
410000,11.2,2,1,1,180,61,2004,Northern Metropolitan,07/11/2016,-37.7283,145.0207
875000,27,3,1,3,694,136,1975,South-Eastern Metropolitan,19/08/2017,-38.03819,145.12443
870000,26.5,3,1,2,853,135,1980,Eastern Victoria,28/10/2017,-37.78156,145.30784
1220000,10.4,4,2,5,585,214,1960,Western Metropolitan,09/12/2017,-37.72379,144.88391
2100000,11.2,5,5,2,552,219,1920,Southern Metropolitan,16/04/2016,-37.9012,144.997
1415000,3.4,4,2,0,199,96,1982,Northern Metropolitan,17/06/2017,-37.7916,144.92855
650000,12.9,3,1,4,549,114,1980,Western Metropolitan,18/11/2017,-37.6916,144.8982
2588000,11.8,3,3,2,1149,225,1920,Eastern Metropolitan,07/11/2016,-37.812,145.1095
250000,8.4,1,1,1,631,34,1965,Northern Metropolitan,22/07/2017,-37.74495,144.99322
1655000,11.4,4,2,2,595,221,1915,Southern Metropolitan,25/02/2017,-37.8916,145.0543
627000,24.7,3,1,1,610,120,1970,South-Eastern Metropolitan,01/07/2017,-37.96322,145.20586
1270000,2.1,3,1,0,149,104,1900,Southern Metropolitan,04/03/2017,-37.8374,144.9495
2180000,2.1,4,3,1,200,153,1860,Southern Metropolitan,10/12/2016,-37.836,144.965
612500,9.9,3,1,1,522,132,1950,Northern Metropolitan,28/05/2016,-37.7187,144.9514
440500,9.4,2,1,1,368,81,1955,Eastern Metropolitan,16/07/2016,-37.7341,145.0434
792500,34.1,4,2,2,846,174,1996,South-Eastern Metropolitan,16/09/2017,-38.00626,145.29079
3572000,7.7,4,2,6,737,207,1915,Southern Metropolitan,12/11/2016,-37.8839,144.9831
1800000,3.3,3,2,1,132,159,1996,Southern Metropolitan,07/11/2016,-37.8415,144.952
2440000,11.2,4,3,2,596,264,1930,Southern Metropolitan,03/09/2016,-37.8154,145.0927
1810000,10.2,4,3,2,349,223,1997,Southern Metropolitan,16/09/2017,-37.82832,145.09242
1185000,7.5,4,3,1,205,168,2010,Western Metropolitan,03/09/2017,-37.74588,144.927
1120000,20.8,3,1,2,875,134,1950,South-Eastern Metropolitan,17/03/2018,-37.94282,145.15888
1097000,2.5,3,1,2,220,75,1900,Northern Metropolitan,08/10/2016,-37.801,144.9989
1520000,3.5,2,1,1,193,106,1900,Northern Metropolitan,03/09/2017,-37.78406,144.97494
602000,17.9,3,1,1,546,136,1977,Northern Metropolitan,08/07/2017,-37.65359,145.04276
758000,9.4,4,1,1,632,152,1955,Eastern Metropolitan,17/09/2016,-37.7466,145.0428
1790000,11,4,2,2,514,240,1935,Southern Metropolitan,28/05/2016,-37.8664,145.0772
835500,27,5,5,4,570,243,1990,South-Eastern Metropolitan,29/07/2017,-38.03335,145.13212
922000,11.2,3,1,1,584,153,1960,Northern Metropolitan,27/05/2017,-37.71016,144.9215
903000,7,2,1,1,177,90,1915,Northern Metropolitan,17/02/2018,-37.75801,144.98758
460000,17.9,2,1,1,241,88,2000,Northern Metropolitan,01/07/2017,-37.67231,145.05878
1050000,5.5,3,1,0,158,106,1910,Northern Metropolitan,15/10/2016,-37.7756,144.9891
1365000,6.1,2,1,1,361,123,1910,Southern Metropolitan,26/07/2016,-37.8646,144.98
580000,13.8,2,2,1,175,76,2013,Western Metropolitan,16/07/2016,-37.8687,144.8268
1395000,6.6,3,1,2,467,155,1946,Western Metropolitan,16/04/2016,-37.8093,144.8941
538000,12.9,3,1,2,564,134,1960,Western Metropolitan,21/10/2017,-37.68459,144.88999
900000,9.9,3,2,2,608,168,1940,Northern Metropolitan,14/05/2016,-37.7182,144.9405
305000,13.5,3,1,2,367,114,1970,Western Metropolitan,27/06/2016,-37.8018,144.8246
910000,5.5,2,1,1,150,81,1995,Northern Metropolitan,30/07/2016,-37.7665,144.9955
381000,10.1,1,1,1,2048,55,1970,Southern Metropolitan,23/09/2017,-37.88642,145.05979
1186000,8.8,2,1,1,713,83,1960,Northern Metropolitan,28/05/2016,-37.7436,145.0191
720000,8,3,1,2,190,142,1999,Western Metropolitan,15/10/2016,-37.7418,144.8918
1825000,9.2,4,2,3,736,225,1958,Southern Metropolitan,04/03/2017,-37.7944,145.1028
2600000,5.6,4,3,2,700,700,1992,Southern Metropolitan,28/08/2016,-37.8033,145.0526
1170000,1.8,2,1,1,144,81,1890,Northern Metropolitan,18/06/2016,-37.7984,144.9738
1450000,7.5,3,2,2,466,176,1915,Southern Metropolitan,07/05/2016,-37.8305,145.0475
1050000,15.5,4,2,2,680,217,1980,Eastern Metropolitan,03/03/2018,-37.75785,145.13593
480000,31.7,3,1,1,647,114,1982,Western Metropolitan,11/11/2017,-37.5595,144.7305
620000,20.6,3,2,1,788,200,1980,Northern Metropolitan,10/02/2018,-37.59585,144.93835
1800000,9.7,3,2,2,577,200,1948,Southern Metropolitan,08/10/2016,-37.8032,145.0693
2300000,6.9,5,2,2,597,322,1930,Western Metropolitan,13/05/2017,-37.7611,144.9095
714000,16.5,4,1,2,656,116,1982,Northern Metropolitan,28/10/2017,-37.67373,144.89627
4050000,9.7,5,4,4,660,461,2012,Southern Metropolitan,18/11/2017,-37.789,145.0791
639000,27,2,1,2,278,104,1980,South-Eastern Metropolitan,22/07/2017,-38.04602,145.1191
740000,13.6,4,2,2,453,213,2007,Western Metropolitan,27/06/2016,-37.7016,144.8974
990000,21.8,4,3,2,1001,315,2012,Northern Victoria,23/09/2017,-37.65972,145.159
667000,35.2,4,2,2,792,180,1977,Eastern Victoria,27/05/2017,-38.03296,145.33439
1715000,13.1,3,2,2,458,170,1950,Eastern Metropolitan,10/12/2016,-37.8257,145.1216
900000,15.5,5,3,5,821,249,1998,Western Metropolitan,28/10/2017,-37.71415,144.79239
2730000,9.7,4,3,2,674,336,1997,Southern Metropolitan,15/10/2016,-37.8068,145.0786
1580000,12.3,4,2,2,508,170,1950,Southern Metropolitan,24/02/2018,-37.90817,145.09214
1200000,16,4,2,2,304,183,2007,Southern Metropolitan,29/07/2017,-37.94633,145.04947
1340000,7,4,2,0,297,175,1900,Western Metropolitan,18/03/2017,-37.8108,144.888
700000,4.2,2,2,1,324,97,2009,Northern Metropolitan,22/08/2016,-37.7903,144.9345
902000,21.1,4,2,0,1457,147,1970,Eastern Metropolitan,09/09/2017,-37.72548,145.20868
4050000,5.9,4,3,2,787,282,1915,Southern Metropolitan,12/08/2017,-37.86044,145.0335
665000,17.9,4,2,3,589,143,1982,Northern Metropolitan,11/11/2017,-37.6692,145.0596
2200000,9.2,5,3,2,900,355,1955,Southern Metropolitan,12/06/2016,-37.7868,145.0677
2005000,11.8,4,2,2,691,193,1935,Southern Metropolitan,15/10/2016,-37.905,145.029
670000,25.9,4,2,2,512,221,2012,Northern Metropolitan,01/07/2017,-37.58676,145.08889
910000,10.1,2,1,2,402,106,1970,Southern Metropolitan,29/07/2017,-37.89801,145.07104
495000,8.2,2,1,2,161,700,1977,Western Metropolitan,24/09/2016,-37.7905,144.8714
700000,13.3,3,1,2,538,111,1975,Western Metropolitan,18/06/2016,-37.7704,144.8384
2905000,5.4,6,3,2,855,294,1920,Southern Metropolitan,24/02/2018,-37.79626,145.03362
1250000,12.4,4,3,2,463,235,2004,Eastern Metropolitan,03/03/2018,-37.76562,145.11944
1300000,3.4,3,1,0,226,104,1910,Northern Metropolitan,09/12/2017,-37.78452,144.92885
1150000,15.5,4,2,2,779,185,1980,Eastern Metropolitan,19/08/2017,-37.75592,145.16605
575000,14.5,3,1,1,338,107,1960,Western Metropolitan,27/11/2016,-37.7212,144.8545
880000,3.8,2,1,2,163,83,1980,Southern Metropolitan,10/12/2016,-37.8359,144.9358
3310000,9.2,3,3,2,662,265,1988,Southern Metropolitan,20/05/2017,-37.8605,145.0455
780000,11.2,3,1,2,464,125,1920,Northern Metropolitan,17/09/2016,-37.7245,145.004
840000,11.5,4,1,2,704,196,1960,Northern Metropolitan,18/06/2016,-37.7143,144.9096
950000,11.2,3,2,2,565,120,1920,Northern Metropolitan,19/11/2016,-37.7196,144.997
1136000,7.8,4,3,1,420,146,1920,Northern Metropolitan,18/03/2017,-37.7501,144.962
670000,28.8,3,1,1,578,97,1960,South-Eastern Metropolitan,24/02/2018,-37.99478,145.23681
1663000,12.4,4,3,2,674,250,1982,Eastern Metropolitan,08/07/2017,-37.77102,145.13338
883000,7.2,4,2,2,558,161,1925,Southern Metropolitan,24/02/2018,-37.89871,145.01019
742000,15,3,1,1,614,117,1978,Northern Metropolitan,15/10/2016,-37.7305,145.081
1336000,7.8,3,2,1,343,109,1920,Western Metropolitan,26/07/2016,-37.8066,144.8811
1125000,13,3,1,2,584,116,1948,Southern Metropolitan,08/10/2016,-37.9199,145.0477
1190000,2.4,3,2,1,105,110,1997,Northern Metropolitan,17/06/2017,-37.82146,145.00203
840000,13.8,3,2,2,534,136,1965,Western Metropolitan,18/03/2017,-37.86,144.8245
695000,9.2,3,1,2,214,146,2007,Western Metropolitan,15/10/2016,-37.7798,144.8661
790000,10.4,3,1,5,536,108,1980,Western Metropolitan,07/10/2017,-37.72285,144.87539
1151500,8.2,4,1,2,536,113,1925,Western Metropolitan,26/07/2016,-37.7978,144.8743
1474000,5.5,3,1,0,304,131,1910,Northern Metropolitan,19/11/2016,-37.7642,145.001
1900000,11.4,4,2,2,705,209,1940,Southern Metropolitan,03/03/2018,-37.90416,145.02792
715000,10.5,3,1,2,638,97,1960,Western Metropolitan,21/10/2017,-37.78089,144.81141
860000,6.9,2,1,1,301,80,1920,Western Metropolitan,11/02/2017,-37.7695,144.9092
2010000,9.2,4,2,2,659,212,1930,Southern Metropolitan,10/12/2016,-37.8509,145.0916
793000,8.4,2,1,1,144,140,1995,Western Metropolitan,24/09/2016,-37.845,144.8873
645000,14,3,1,0,539,138,1960,Western Metropolitan,03/09/2017,-37.74845,144.8144
1322500,10.4,2,1,1,731,94,1950,Southern Metropolitan,26/08/2017,-37.85621,145.10641
856000,4.5,4,2,2,136,151,1997,Northern Metropolitan,03/12/2016,-37.7601,144.9805
585000,19.6,3,1,2,572,115,1985,Northern Metropolitan,24/02/2018,-37.64763,145.04872
1300000,8.9,3,1,2,615,138,1950,Eastern Metropolitan,08/07/2017,-37.75825,145.05438
824000,23.2,3,1,2,725,112,1980,Eastern Metropolitan,03/09/2017,-37.85063,145.25802
1462500,13.9,4,3,2,654,160,1969,Eastern Metropolitan,18/06/2016,-37.7795,145.1294
1800000,5.2,4,2,3,271,180,1900,Northern Metropolitan,15/10/2016,-37.7769,144.9691
510000,20.6,4,2,1,336,83,2014,Northern Metropolitan,29/07/2017,-37.59392,144.89956
588000,11.4,2,1,1,133,71,2011,Southern Metropolitan,16/07/2016,-37.89,145.0559
715000,20.6,4,2,2,764,237,2010,Northern Metropolitan,07/10/2017,-37.60438,144.92017
853000,15.5,4,3,2,724,330,1990,Western Metropolitan,15/07/2017,-37.70941,144.7873
515000,15,3,1,4,597,114,1975,Western Metropolitan,10/12/2016,-37.7392,144.8241
800000,16.1,4,2,2,626,169,1960,Northern Metropolitan,15/07/2017,-37.70859,145.10464
860500,14.9,3,2,0,767,147,1960,Northern Metropolitan,24/09/2016,-37.7084,145.0788
752500,20.8,3,1,2,623,99,1950,South-Eastern Metropolitan,01/07/2017,-37.94106,145.16193
1410000,5.6,3,1,2,304,127,1885,Southern Metropolitan,10/12/2016,-37.8023,145.0404
1280000,13.8,3,2,2,335,239,2013,Southern Metropolitan,19/08/2017,-37.91783,145.0816
1505000,3,3,1,1,149,109,1890,Southern Metropolitan,27/05/2017,-37.84587,144.94828
1700000,3.3,3,1,1,178,116,1910,Southern Metropolitan,06/05/2017,-37.8473,144.9495
1550000,16.7,3,2,2,648,181,1980,Eastern Metropolitan,17/06/2017,-37.88255,145.14727
1675000,9.2,4,2,2,667,201,1974,Southern Metropolitan,18/03/2017,-37.7835,145.0883
455000,20.6,3,2,2,245,143,2000,Northern Metropolitan,24/02/2018,-37.62272,144.92727
2700000,11.4,4,4,2,673,156,1935,Southern Metropolitan,17/06/2017,-37.91888,145.04775
980000,6.8,2,1,1,294,120,1900,Western Metropolitan,03/03/2018,-37.85149,144.88893
600000,8.8,3,1,3,503,101,1950,Northern Metropolitan,12/06/2016,-37.739,145.0238
617500,11.8,2,1,1,94,91,1970,Southern Metropolitan,28/05/2016,-37.9011,145.0474
1000000,2.3,3,2,1,61,170,1920,Northern Metropolitan,27/11/2016,-37.8039,144.9424
1281000,22.2,4,2,2,566,234,2000,South-Eastern Metropolitan,16/09/2017,-37.97215,145.12389
582000,14,3,1,0,674,94,1960,Western Metropolitan,08/07/2017,-37.73704,144.79108
2250000,7.8,3,2,2,656,225,2009,Southern Metropolitan,16/04/2016,-37.841,145.0824
1850000,13.4,4,2,2,628,287,2012,Eastern Metropolitan,16/09/2017,-37.82942,145.16714
747000,6.4,3,1,1,246,120,1940,Western Metropolitan,16/07/2016,-37.8012,144.8924
1950000,5.5,4,2,1,489,140,1910,Northern Metropolitan,28/05/2016,-37.7762,145.0027
720000,9.5,3,1,1,582,110,1965,Western Metropolitan,08/07/2017,-37.76063,144.8603
1830000,10.8,4,3,2,700,350,1998,Eastern Metropolitan,28/10/2017,-37.76125,145.09478
1275000,6.6,5,3,1,386,218,1890,Western Metropolitan,18/03/2017,-37.8078,144.8846
580000,8.5,2,1,1,103,111,2010,Northern Metropolitan,22/07/2017,-37.72773,144.92628
825000,12.7,3,1,1,642,131,1960,Northern Metropolitan,17/03/2018,-37.72966,145.08211
868000,10.8,2,1,4,749,77,1950,Western Metropolitan,07/11/2016,-37.7814,144.847
830000,7,2,1,1,150,80,1995,Northern Metropolitan,11/11/2017,-37.7527,144.9922
490000,14.7,3,2,2,536,141,1990,Western Metropolitan,19/08/2017,-37.90419,144.63761
1160000,11.7,3,1,1,786,111,1950,Southern Metropolitan,04/06/2016,-37.8525,145.1198
770000,35.4,3,1,1,591,130,1963,South-Eastern Metropolitan,09/09/2017,-38.09864,145.13129
1180000,23,5,3,3,857,285,2012,Eastern Metropolitan,23/09/2017,-37.79773,145.26956
1065000,15.4,6,1,1,704,140,1950,Eastern Metropolitan,26/08/2017,-37.83161,145.17555
1075000,5.2,2,1,1,2400,98,1910,Northern Metropolitan,21/10/2017,-37.76386,144.96776
1306000,4.3,3,1,0,199,126,1900,Western Metropolitan,15/07/2017,-37.77561,144.91695
597500,13,3,1,2,663,84,1950,Northern Metropolitan,13/05/2017,-37.6962,144.9349
765000,4.3,3,2,2,225,141,1995,Western Metropolitan,10/02/2018,-37.7701,144.8791
580000,8.8,3,1,2,429,109,1950,Eastern Metropolitan,27/05/2017,-37.73704,145.03697
725000,27,3,1,1,534,95,1980,South-Eastern Metropolitan,26/08/2017,-38.04922,145.13904
1180000,6.4,3,2,0,277,137,1910,Western Metropolitan,28/10/2017,-37.80535,144.88297
1230000,4.2,3,1,1,312,109,1915,Northern Metropolitan,22/08/2016,-37.793,144.934
1467000,8,3,2,1,683,145,1920,Western Metropolitan,16/04/2016,-37.7439,144.9195
1388000,10.4,3,1,2,772,112,1960,Southern Metropolitan,03/03/2018,-37.85628,145.10906
806000,14.5,4,2,2,534,154,1990,Northern Metropolitan,07/10/2017,-37.69368,145.08811
4400000,10.5,5,4,2,710,429,2015,Southern Metropolitan,11/11/2017,-37.8936,144.9982
1689000,4.6,3,1,0,222,118,1920,Southern Metropolitan,04/03/2017,-37.8448,145.0055
1375000,16.2,4,2,2,954,210,1996,Eastern Metropolitan,28/10/2017,-37.72087,145.12601
716500,16.3,3,1,5,688,100,1970,Northern Metropolitan,21/10/2017,-37.67438,145.02506
1369000,3.6,4,2,1,174,160,1999,Northern Metropolitan,24/02/2018,-37.79335,144.98857
380000,7.7,1,1,1,89,37,1980,Western Metropolitan,08/04/2017,-37.8291,144.8848
700000,15.5,4,2,2,726,223,1980,Western Metropolitan,26/08/2017,-37.72649,144.80992
1118000,13.8,4,2,2,705,195,1970,Eastern Metropolitan,27/06/2016,-37.7595,145.1176
1800000,7.2,3,2,2,188,185,2010,Southern Metropolitan,24/06/2017,-37.87818,144.98532
480000,9.9,2,1,1,113,94,1988,Northern Metropolitan,06/08/2016,-37.7269,144.9274
650000,12,2,1,2,581,75,1950,Northern Metropolitan,10/03/2018,-37.72768,145.02981
1150000,3.8,2,1,0,82,90,1910,Southern Metropolitan,18/03/2017,-37.8361,144.9403
945000,13.1,4,2,6,652,166,1970,Northern Metropolitan,17/03/2018,-37.70811,144.96968
695000,10.5,3,1,2,697,120,1964,Western Metropolitan,17/03/2018,-37.76374,144.82401
1310000,4.5,4,1,2,449,159,1930,Northern Metropolitan,08/04/2017,-37.7671,144.9762
752000,11.2,3,1,1,580,92,1960,Northern Metropolitan,14/10/2017,-37.69913,144.92563
1001000,9.3,2,2,1,255,85,1890,Southern Metropolitan,26/07/2016,-37.8887,145.0207
407500,5.9,2,1,1,1097,67,1970,Northern Metropolitan,06/05/2017,-37.7686,144.9421
555000,13.8,2,1,2,197,90,1980,Eastern Metropolitan,10/12/2016,-37.7393,145.0806
940000,24.8,4,2,5,900,246,1991,Eastern Metropolitan,18/11/2017,-37.8922,145.2776
1310000,5.2,3,1,1,302,91,1910,Northern Metropolitan,12/08/2017,-37.76085,144.95834
1435000,3.5,3,1,0,182,102,1890,Northern Metropolitan,25/02/2017,-37.8289,145.0089
1275000,13,3,1,4,758,138,1960,Southern Metropolitan,10/09/2016,-37.9267,145.043
1300000,7.8,3,2,2,334,128,2005,Eastern Metropolitan,03/06/2017,-37.76538,145.04964
1355000,10.7,3,1,2,759,151,1930,Southern Metropolitan,15/10/2016,-37.9057,145.0166
1852000,3.6,3,2,1,138,125,1900,Northern Metropolitan,01/07/2017,-37.78714,144.97966
540000,12.4,4,2,3,254,164,1990,Northern Metropolitan,08/10/2016,-37.7082,144.9725
1100000,16,3,2,1,635,109,1950,Southern Metropolitan,28/10/2017,-37.94612,145.04873
1355000,1.9,2,1,0,109,78,1900,Southern Metropolitan,09/09/2017,-37.83423,144.95243
1602500,7.8,3,1,1,405,102,1930,Southern Metropolitan,18/03/2017,-37.8448,145.071
722000,17.9,3,2,2,606,129,1992,Northern Metropolitan,03/03/2018,-37.66387,145.03864
403500,34.9,2,2,3,339,101,2009,South-Eastern Metropolitan,15/07/2017,-38.09665,145.17646
698000,14.7,4,2,2,448,190,2012,Western Metropolitan,15/07/2017,-37.8914,144.72014
2070000,17.3,4,2,2,650,175,1985,Southern Metropolitan,21/10/2017,-37.98902,145.04153
600000,31.7,4,2,2,935,210,2005,Northern Victoria,12/08/2017,-37.68503,144.54237
537000,5.9,2,1,1,501,66,1960,Northern Metropolitan,22/08/2016,-37.7741,144.9449
2000000,7.3,4,2,2,650,248,1940,Southern Metropolitan,14/10/2017,-37.79135,145.04348
1320000,7.5,3,2,1,213,162,1890,Southern Metropolitan,18/06/2016,-37.8302,145.0542
802000,16.1,4,2,1,462,115,1960,Eastern Metropolitan,09/12/2017,-37.80495,145.1994
1301000,12.4,4,3,2,724,250,1980,Eastern Metropolitan,28/10/2017,-37.75729,145.10624
305000,6.4,1,1,1,59,70,1965,Western Metropolitan,17/09/2016,-37.7903,144.8899
1310000,11.8,3,2,2,330,148,2001,Eastern Metropolitan,15/10/2016,-37.8167,145.107
975000,8.7,3,1,2,597,154,1970,Western Metropolitan,03/12/2016,-37.763,144.8877
467000,14.7,3,2,1,268,137,2008,Western Metropolitan,03/06/2017,-37.89347,144.66679
800000,8.4,2,1,1,244,73,1940,Western Metropolitan,04/03/2017,-37.846,144.8729
635000,12.9,4,2,2,2679,4,2005,Western Metropolitan,03/09/2017,-37.70207,144.89805
4000000,4.6,4,2,2,684,331,1963,Southern Metropolitan,19/11/2016,-37.8485,145.0169
1250000,7,3,1,2,695,133,1960,Northern Metropolitan,24/06/2017,-37.75506,145.01841
1750000,10.3,4,2,2,707,217,1956,Eastern Metropolitan,20/05/2017,-37.762,145.0645
580000,31.7,4,2,2,613,221,2011,Western Metropolitan,01/07/2017,-37.59501,144.70069
800000,8.8,3,2,2,319,124,1940,Northern Metropolitan,13/05/2017,-37.7334,144.9873
865000,17.9,4,2,2,612,236,2013,Northern Metropolitan,17/06/2017,-37.65478,145.05199
520000,20.6,4,2,2,349,140,2013,Northern Metropolitan,07/10/2017,-37.56828,144.90385
820000,20.8,2,1,2,650,94,1955,South-Eastern Metropolitan,17/02/2018,-37.93546,145.15451
605000,34.1,3,2,2,688,121,1990,South-Eastern Metropolitan,15/07/2017,-38.037,145.30862
1290000,13.8,3,1,2,900,125,1960,Eastern Metropolitan,07/11/2016,-37.764,145.1097
860000,7.8,3,1,3,555,168,1940,Western Metropolitan,29/04/2017,-37.8083,144.8754
1240000,8.9,4,2,1,696,155,1960,Eastern Metropolitan,14/10/2017,-37.73966,145.08748
8000000,9,5,5,4,2079,464.3,1880,Southern Metropolitan,13/05/2017,-37.8179,145.0694
1225000,10.8,4,2,3,668,170,1898,Eastern Metropolitan,18/11/2017,-37.7779,145.0827
700000,7.8,2,1,1,631,75,1970,Southern Metropolitan,27/11/2016,-37.8434,145.081
2700000,3.8,4,3,2,317,156,1900,Southern Metropolitan,29/04/2017,-37.8346,144.9358
1555000,10.2,3,1,4,649,101,1950,Southern Metropolitan,16/09/2017,-37.87,145.08803
656000,11.2,1,1,1,951,76,1970,Southern Metropolitan,22/05/2016,-37.8261,145.0902
2595000,7.9,4,3,3,719,407,2007,Eastern Metropolitan,28/05/2016,-37.7815,145.0403
2070000,10.3,4,2,2,602,235,1950,Southern Metropolitan,03/03/2018,-37.92367,145.00993
7650000,5.3,4,2,4,1690,284,1863,Southern Metropolitan,17/06/2017,-37.82652,145.03052
1726000,6.3,2,2,2,269,128,1910,Southern Metropolitan,19/08/2017,-37.85425,145.01545
3350000,8.4,4,2,3,836,303,1910,Southern Metropolitan,25/11/2017,-37.8732,145.0496
1350000,4.6,2,2,0,164,135,1915,Southern Metropolitan,17/03/2018,-37.85277,145.00129
575000,12.4,2,1,2,621,109,1960,Northern Metropolitan,27/06/2016,-37.7164,144.9666
1355000,13.9,3,1,1,814,120,1965,Eastern Metropolitan,29/04/2017,-37.7909,145.1309
530000,18,3,2,1,343,119,2011,Western Metropolitan,22/07/2017,-37.7117,144.75204
305000,24.7,2,1,1,141,73,1980,South-Eastern Metropolitan,03/06/2017,-37.95431,145.20899
1245000,8,3,2,2,292,117,1980,Western Metropolitan,06/05/2017,-37.8575,144.8922
702000,14.9,3,1,1,604,97,1970,Northern Metropolitan,24/09/2016,-37.7115,145.088
527000,12.4,3,1,1,609,103,1960,Northern Metropolitan,22/05/2016,-37.7083,144.9644
790000,2.1,2,1,2,6367,75,1930,Northern Metropolitan,08/07/2017,-37.7967,144.98363
705000,5.2,2,1,1,161,68,1910,Northern Metropolitan,23/04/2016,-37.7646,144.9586
1350000,1.6,2,1,2,6261,117,1999,Northern Metropolitan,08/04/2017,-37.799,144.975
1150000,6.2,4,2,1,418,158,1940,Western Metropolitan,24/02/2018,-37.83916,144.88168
2309000,10.3,4,3,2,1177,291,1960,Eastern Metropolitan,28/08/2016,-37.7652,145.0687
1110000,13,3,1,2,692,164,1940,Southern Metropolitan,06/08/2016,-37.9263,145.04
895000,18,4,3,2,792,233,1995,Eastern Metropolitan,27/05/2017,-37.68966,145.14649
755000,7.7,2,1,1,92,82.6,1960,Southern Metropolitan,08/07/2017,-37.8401,145.09113
1225000,6.2,3,2,2,674,141,1920,Western Metropolitan,12/08/2017,-37.76389,144.9185
778000,14.7,2,1,1,806,89,1965,South-Eastern Metropolitan,30/07/2016,-37.9112,145.0873
1300000,10.3,3,1,2,684,77,1940,Southern Metropolitan,24/06/2017,-37.90514,145.02524
431000,20.6,3,2,2,245,134,2003,Northern Metropolitan,09/12/2017,-37.62203,144.92236
835000,8.9,3,2,2,161,135,2010,Eastern Metropolitan,29/07/2017,-37.74897,145.07024
510000,12,3,2,2,292,119,1950,Northern Metropolitan,12/08/2017,-37.71331,144.9871
1200000,7.2,3,1,2,1405,117,1965,Southern Metropolitan,22/07/2017,-37.88065,145.01112
2415000,7.4,3,1,3,696,128,1910,Southern Metropolitan,15/10/2016,-37.8462,145.0386
990000,17.9,3,2,2,296,137,2007,Southern Metropolitan,07/10/2017,-37.9717,145.06601
3512500,6.3,3,2,2,617,285,1998,Southern Metropolitan,27/11/2016,-37.8557,145.0264
871500,7.7,4,2,0,389,158,1990,Western Metropolitan,28/08/2016,-37.8284,144.8861
1120000,7,3,2,0,152,170,2012,Western Metropolitan,22/04/2017,-37.811,144.8889
2600000,4.1,3,1,1,279,133,1900,Southern Metropolitan,03/09/2016,-37.8499,144.957
620000,19.6,3,1,2,527,102,1980,Northern Metropolitan,24/02/2018,-37.64162,145.03814
520000,20.6,4,2,2,448,142,2010,Northern Metropolitan,24/02/2018,-37.57027,144.91699
1436000,7.5,4,3,3,511,187,1922,Western Metropolitan,03/09/2017,-37.75788,144.90487
1700000,3.5,4,3,2,127,209,2008,Northern Metropolitan,18/03/2017,-37.7855,144.9789
561000,38,3,1,2,608,103,1970,South-Eastern Metropolitan,03/02/2018,-38.14693,145.16493
615000,11.4,2,1,1,190,105,1980,Eastern Metropolitan,29/04/2017,-37.7437,145.0729
936000,23.5,4,2,2,675,190,1980,South-Eastern Metropolitan,08/07/2017,-37.91692,145.25896
655000,18,3,2,2,621,654,1998,Western Metropolitan,17/03/2018,-37.71542,144.75897
1320000,21.5,4,2,5,600,179,1950,South-Eastern Metropolitan,03/09/2017,-37.99806,145.08829
627500,22.7,3,1,6,569,130,1959,South-Eastern Metropolitan,30/09/2017,-37.969,145.18226
1550000,5.3,4,2,1,344,162,1900,Northern Metropolitan,23/09/2017,-37.77171,144.99565
1300000,14.5,3,2,2,586,150,1950,Southern Metropolitan,28/05/2016,-37.9431,145.0274
550000,11.2,3,1,1,308,93,1950,Northern Metropolitan,17/03/2018,-37.6988,144.93355
2850000,3.3,3,2,0,211,198,1890,Southern Metropolitan,04/03/2017,-37.8481,144.9499
1468000,13.9,4,2,2,806,170,1975,Eastern Metropolitan,12/11/2016,-37.7939,145.1392
877000,17.9,3,1,2,533,135,1965,Southern Metropolitan,24/06/2017,-37.96257,145.08252
741000,9.9,2,1,2,520,300,2006,Northern Metropolitan,07/11/2016,-37.7204,144.9446
1230000,17.2,5,3,2,676,320,1972,Eastern Metropolitan,28/10/2017,-37.81042,145.20852
683000,7.8,2,1,1,146,86,1970,Southern Metropolitan,04/06/2016,-37.8357,145.0697
2162000,7.3,4,2,3,794,192,1950,Southern Metropolitan,03/06/2017,-37.79172,145.05863
518000,31.7,3,2,4,796,132,1980,Northern Victoria,06/01/2018,-37.67725,144.55421
1200000,5.9,5,2,3,553,193,1920,Northern Metropolitan,22/08/2016,-37.7576,144.9348
2090000,3,3,1,0,199,113,1900,Southern Metropolitan,26/08/2017,-37.84804,144.96066
405000,31.7,4,2,2,590,163,1970,Western Victoria,24/06/2017,-37.67815,144.58355
1508000,10.1,3,2,2,338,147,2011,Southern Metropolitan,16/09/2017,-37.89235,145.04954
891000,10.4,3,2,2,314,160,2017,Western Metropolitan,03/03/2018,-37.71968,144.87756
